alternative_names,classification,first_name,frequency_female,frequency_male,frequency_total,frequency_group,group_name,ratio
DALVIO|DILVIO,M,DELVIO,,149,149,345,DELVIO,1.0
DALVI|DALVIR|DELVI,M,DELVIR,,103,103,590,DALVI,1.0
DALVIRA|DOLVIRA,F,DELVIRA,539,,539,641,DELVIRA,1.0
,M,DELVIS,22,59,81,81,DELVIS,0.7283950617283951
,F,DELVITA,478,,478,478,DELVITA,1.0
DELVITOR,M,DELVITO,,86,86,110,DELVITO,1.0
DALVO|DILVO,M,DELVO,,356,356,2537,DALVO,1.0
BELI|BILI|BILY|DAELI|DAELY|DAILI|DAILY|DALEI|DALEY|DALI|DALIR|DALY|DAYELI|DEILI|DEILY|DELEI|DELEIR|DELEY|DELI|DELIR|DELUIR|DEOLI|DEOLIR|DEULI|DHIULI|DHIULY|DHULI|DHULY|DIEILI|DIELI|DIELY|DILEI|DILEY|DILI|DIOLEI|DIOLI|DIULI|DIULY|DOELI|DOLI|DOLIR|DOLY|DUELI|DUILI|DUILY|DULI|DULY|DYULI,F,DELY,246,226,472,10213,DELI,0.5211864406779662
DAILIS|DALIS|DELIS|DELIZ|DIELIS|DILIS|DOLIS|DUILIS,F,DELYS,23,,23,1053,DELIS,1.0
BELZA|DAILSA|DAILZA|DALSA|DALZA|DEILSA|DEILZA|DELSA|DIELSA|DIELZA|DILSA|DILZA,F,DELZA,3850,,3850,16440,DILZA,1.0
BELSAIR|BELZAIR|DELSIA|DELZIA|DILZIA,F,DELZAIR,37,,37,381,BELZAIR,1.0
DELSALINA|DELSELINA|DELZELINA,F,DELZALINA,58,,58,304,DELZELINA,1.0
DELSANI|DELSANIR|DELZANI,F,DELZANIR,28,,28,72,DELZANIR,1.0
DELSANIRA,F,DELZANIRA,101,,101,160,DELZANIRA,1.0
BELZARINA|DELSARINA,F,DELZARINA,125,,125,232,DELZARINA,1.0
DELSELI,F,DELZELI,53,,53,96,DELZELI,1.0
DALZENIR|DELSENI|DELSENIR|DELZENIR,F,DELZENI,121,,121,498,DELZENIR,1.0
DALZENIR|DELSENI|DELSENIR|DELZENI,F,DELZENIR,167,25,192,498,DELZENIR,0.8697916666666666
DELSENIRA,F,DELZENIRA,57,,57,92,DELZENIRA,1.0
DILSETE|DILZETE,F,DELZETE,29,,29,325,DILZETE,1.0
DALSI|DALSIR|DALZI|DALZIR|DELSI|DELSIR|DELSY|DELZIR|DILSI|DULSI,F,DELZI,202,33,235,1052,DELSI,0.8595744680851064
DELSIANA,F,DELZIANA,39,,39,65,DELZIANA,1.0
DALSIANE|DALZIANE|DELSIANE|DILSIANE|DILZIANE,F,DELZIANE,179,,179,581,DELSIANE,1.0
DALSILENE|DALZILENE|DELSILENE|DILSILENE|DILZILENE,F,DELZILENE,170,,170,673,DELSILENE,1.0
DALZIMAR|DELSIMA|DELSIMAR|DELZIMA|DILSIMAR,M,DELZIMAR,255,362,617,1481,DELSIMAR,0.586709886547812
DELSIMARA,F,DELZIMARA,32,,32,81,DELSIMARA,1.0
BELSINA|DALZINA|DELSINA|DELSINHA|DELZINHA,F,DELZINA,212,,212,606,DELZINA,1.0
DELSINETE,F,DELZINETE,63,,63,117,DELZINETE,1.0
DALSIO|DELSIO,M,DELZIO,,63,63,547,DELSIO,1.0
DALSI|DALSIR|DALZI|DALZIR|DELSI|DELSIR|DELSY|DELZI|DILSI|DULSI,F,DELZIR,34,26,60,1052,DELSI,0.5666666666666667
DALSIRA|DALZIRA|DELSIRA|DOLZIRA,F,DELZIRA,490,,490,1533,DALZIRA,1.0
DALZIRENE|DELSIRENE,F,DELZIRENE,100,,100,252,DELZIRENE,1.0
DELSITA|DELSUITA|DELZUITA,F,DELZITA,298,,298,2267,DELZUITA,1.0
DELSIVAN,M,DELZIVAN,,62,62,212,DELSIVAN,1.0
DAILSO|DALSO|DEILSO|DELSO|DIELSO|DILSO|DILZO,M,DELZO,,44,44,2490,DELSO,1.0
DELSITA|DELSUITA|DELZITA,F,DELZUITA,1388,,1388,2267,DELZUITA,1.0
DELSUITE,F,DELZUITE,268,,268,361,DELZUITE,1.0
DELSUITO|DELZITO,M,DELZUITO,,38,38,99,DELZITO,1.0
DEMAR,M,DEMA,48,91,139,803,DEMAR,0.6546762589928058
DEMACI,M,DEMACIR,,26,26,26,DEMACIR,1.0
DEMIL,M,DEMAEL,,24,24,53,DEMIL,1.0
BEMAIR|DEMIA,M,DEMAIR,78,141,219,329,DEMAIR,0.6438356164383562
DEMA,M,DEMAR,,664,664,803,DEMAR,1.0
,M,DEMARCIO,,51,51,51,DEMARCIO,1.0
,M,DEMARCO,,22,22,22,DEMARCO,1.0
,F,DEMARIA,96,,96,96,DEMARIA,1.0
,F,DEMARICE,22,,22,22,DEMARICE,1.0
,F,DEMARINA,38,,38,38,DEMARINA,1.0
,M,DEMARINO,,26,26,26,DEMARINO,1.0
,M,DEMARIO,,249,249,249,DEMARIO,1.0
,F,DEMARIS,27,,27,27,DEMARIS,1.0
,M,DEMARQUES,,20,20,20,DEMARQUES,1.0
,M,DEMAS,,174,174,174,DEMAS,1.0
,F,DEMECIA,20,,20,20,DEMECIA,1.0
,M,DEMECIO,,36,36,36,DEMECIO,1.0
DHEMENSON,M,DEMENSON,,41,41,83,DHEMENSON,1.0
DEME|DHEME,M,DEMER,,88,88,88,DEMER,1.0
,F,DEMERCILIA,27,,27,27,DEMERCILIA,1.0
,M,DEMERCINO,,23,23,23,DEMERCINO,1.0
,M,DEMERCIO,,52,52,52,DEMERCIO,1.0
DEMERSOM|DHEMERSOM|DHEMERSON,M,DEMERSON,,1558,1558,2454,DEMERSON,1.0
BEMERVAL,M,DEMERVAL,,2913,2913,2940,DEMERVAL,1.0
,M,DEMERVALDO,,71,71,71,DEMERVALDO,1.0
DHEMES,M,DEMES,,110,110,197,DEMES,1.0
,F,DEMESIA,43,,43,43,DEMESIA,1.0
DEMEZIO,M,DEMESIO,,241,241,316,DEMESIO,1.0
DHEMESOM|DHEMESON,M,DEMESON,,137,137,346,DHEMESON,1.0
DHEMESSON,M,DEMESSON,,39,39,78,DEMESSON,1.0
,F,DEMETILDE,60,,60,60,DEMETILDE,1.0
,F,DEMETILDES,38,,38,38,DEMETILDES,1.0
,M,DEMETRE,,33,33,33,DEMETRE,1.0
,M,DEMETRI,,65,65,65,DEMETRI,1.0
,F,DEMETRIA,307,,307,307,DEMETRIA,1.0
,M,DEMETRIO,24,6230,6254,6254,DEMETRIO,0.996162456028142
,M,DEMETRIOS,,1221,1221,1221,DEMETRIOS,1.0
,M,DEMETRIUS,,1907,1907,1907,DEMETRIUS,1.0
,M,DEMETRO,,164,164,164,DEMETRO,1.0
,M,DEMEVAL,,255,255,255,DEMEVAL,1.0
,M,DEMEVALDO,,57,57,57,DEMEVALDO,1.0
DEMIR|DEMY,M,DEMI,55,160,215,1304,DEMIR,0.7441860465116279
,M,DEMIAN,,326,326,326,DEMIAN,1.0
DEMAEL,M,DEMIL,,29,29,53,DEMIL,1.0
,F,DEMILDA,105,,105,105,DEMILDA,1.0
,F,DEMILDE,94,,94,94,DEMILDE,1.0
,F,DEMILDES,45,,45,45,DEMILDES,1.0
,M,DEMILDO,,62,62,62,DEMILDO,1.0
DHEMILE,F,DEMILE,125,,125,166,DEMILE,1.0
DHEMILLY,F,DEMILLY,84,,84,169,DHEMILLY,1.0
DEMILZA,F,DEMILSA,40,,40,80,DEMILSA,1.0
,M,DEMILSO,,78,78,78,DEMILSO,1.0
DEMILSOM,M,DEMILSON,,2851,2851,3077,DEMILSON,1.0
,M,DEMILTO,,37,37,37,DEMILTO,1.0
DEMAILTON|DEMILTOM,M,DEMILTON,,575,575,631,DEMILTON,1.0
DEMILI|DHEMILI|DHEMILY,F,DEMILY,84,,84,342,DEMILI,1.0
DEMILSA,F,DEMILZA,40,,40,80,DEMILSA,1.0
,M,DEMIO,,23,23,23,DEMIO,1.0
DEMI|DEMY,M,DEMIR,47,1042,1089,1304,DEMIR,0.9568411386593205
BEMIRO,M,DEMIRO,,96,96,122,DEMIRO,1.0
DHEMIS,M,DEMIS,38,598,636,664,DEMIS,0.940251572327044
,F,DEMISE,21,,21,21,DEMISE,1.0
DEMISOM|DHEMISOM|DHEMISON|DHEMYSON,M,DEMISON,,714,714,1139,DEMISON,1.0
DHEMISSON,M,DEMISSON,,182,182,270,DEMISSON,1.0
,M,DEMISTOCLES,,30,30,30,DEMISTOCLES,1.0
,M,DEMITRE,,40,40,40,DEMITRE,1.0
,M,DEMITRI,,71,71,71,DEMITRI,1.0
,M,DEMITRIUS,,48,48,48,DEMITRIUS,1.0
,M,DEMIVAL,,244,244,244,DEMIVAL,1.0
,M,DEMIVALDO,,176,176,176,DEMIVALDO,1.0
,M,DEMOCLITO,,57,57,57,DEMOCLITO,1.0
,M,DEMOCRACINO,,30,30,30,DEMOCRACINO,1.0
,M,DEMOCRITO,,341,341,341,DEMOCRITO,1.0
,M,DEMOGENES,,27,27,27,DEMOGENES,1.0
DEMONTIER,M,DEMONTIE,,176,176,416,DEMONTIER,1.0
DEMONTIE,M,DEMONTIER,,240,240,416,DEMONTIER,1.0
,F,DEMORA,108,,108,108,DEMORA,1.0
DEMOSTHENES,M,DEMOSTENES,,917,917,1008,DEMOSTENES,1.0
,M,DEMOSTENIS,,72,72,72,DEMOSTENIS,1.0
DEMOSTENES,M,DEMOSTHENES,,91,91,1008,DEMOSTENES,1.0
,M,DEMPSEY,,30,30,30,DEMPSEY,1.0
BEM|BEN,M,DEN,,21,21,1407,BEN,1.0
BENA|DENAR,F,DENA,114,40,154,422,BENA,0.7402597402597403
BENACI|DENACI,F,DENACIR,142,66,208,329,DENACIR,0.6826923076923077
BENAIDE,F,DENAIDE,213,,213,267,DENAIDE,1.0
BENAILDO|BENALDO|BENEILDO|BENILDO|DENALDO|DENIALDO|DENILDO,M,DENAILDO,,23,23,4357,DENILDO,1.0
BENAILSON|BENEILSON|BENELSON|BENIELSON|BENILSOM|BENILSON|DENEILSON|DENELSON|DENIELSON|DENILSOM|DENILSON|DENLSON|DENOLSON|DENYLSON,M,DENAILSON,,80,80,80839,DENILSON,1.0
BENAILTON|BENEILTON|BENILTOM|BENILTON|DENEILTON|DENIELTON|DENILTOM|DENILTON,M,DENAILTON,,67,67,5335,DENILTON,1.0
BENAI|BENAIR|BENIA|DENAI|DENIA|DENYA,F,DENAIR,1920,167,2087,4193,DENAIR,0.9199808337326306
,F,DENAISE,21,,21,21,DENAISE,1.0
BENAILDO|BENALDO|BENEILDO|BENILDO|DENAILDO|DENIALDO|DENILDO,M,DENALDO,,139,139,4357,DENILDO,1.0
BENALVA|BENILVA|DENILVA,F,DENALVA,87,,87,429,DENILVA,1.0
DENANCIR|DENANCY,F,DENANCI,134,39,173,285,DENANCI,0.7745664739884393
DENANCI|DENANCY,F,DENANCIR,55,31,86,285,DENANCI,0.6395348837209303
DENANCI|DENANCIR,F,DENANCY,26,,26,285,DENANCI,1.0
BENA|DENA,M,DENAR,,25,25,422,BENA,1.0
,F,DENARA,26,,26,26,DENARA,1.0
,M,DENARCI,,24,24,24,DENARCI,1.0
BENARIA,F,DENARIA,22,,22,65,BENARIA,1.0
BENAS,M,DENAS,,32,32,57,DENAS,1.0
BENE|BENER|BENNER|DAENE|DENER|DENNE|DENNER|DHENE|DHENER|DHENNE|DHENNER,M,DENE,99,269,368,15891,DENER,0.7309782608695652
BENECI|DENECIR|DENECY,F,DENECI,193,119,312,504,DENECI,0.6185897435897436
BENECI|DENECI|DENECY,M,DENECIR,45,59,104,504,DENECI,0.5673076923076923
BENEIR|BENI|BENIR|BENNI|BENNY|BENY|DAENI|DENEIR|DENEY|DENI|DENIR|DENNI|DENNY|DENY|DENYR|DHENI|DHENNY|DHENY,M,DENEI,27,62,89,10180,DENIR,0.6966292134831461
BENEIDE|BENIDE|DENIDE,F,DENEIDE,122,,122,274,DENEIDE,1.0
BENAILSON|BENEILSON|BENELSON|BENIELSON|BENILSOM|BENILSON|DENAILSON|DENELSON|DENIELSON|DENILSOM|DENILSON|DENLSON|DENOLSON|DENYLSON,M,DENEILSON,,106,106,80839,DENILSON,1.0
BENAILTON|BENEILTON|BENILTOM|BENILTON|DENAILTON|DENIELTON|DENILTOM|DENILTON,M,DENEILTON,,35,35,5335,DENILTON,1.0
BENEIR|BENI|BENIR|BENNI|BENNY|BENY|DAENI|DENEI|DENEY|DENI|DENIR|DENNI|DENNY|DENY|DENYR|DHENI|DHENNY|DHENY,M,DENEIR,36,158,194,10180,DENIR,0.8144329896907216
,F,DENELCI,21,,21,21,DENELCI,1.0
BENE|BENER|BENNER|DAENE|DENE|DENNE|DENNER|DHENE|DHENER|DHENNE|DHENNER,M,DENER,111,10996,11107,15891,DENER,0.9900063023318628
,M,DENERCI,,35,35,35,DENERCI,1.0
,M,DENERI,20,31,51,51,DENERI,0.6078431372549019
BENERSON,M,DENERSON,,438,438,476,DENERSON,1.0
BENERVAL,M,DENERVAL,,888,888,1195,DENERVAL,1.0
BENERVALDO,M,DENERVALDO,,92,92,154,DENERVALDO,1.0
BENES|DENNES|DHENES,M,DENES,71,1877,1948,2182,DENES,0.9635523613963038
BENESIO|BENEZIO|DENEZIO,M,DENESIO,,176,176,366,DENESIO,1.0
BENESON,M,DENESON,,90,90,120,DENESON,1.0
BENEVAL,M,DENEVAL,,922,922,1999,BENEVAL,1.0
BENEVALDO,M,DENEVALDO,,482,482,2016,BENEVALDO,1.0
BENEZIA|DENESIA,F,DENEZIA,27,,27,61,DENESIA,1.0
BENESIO|BENEZIO|DENESIO,M,DENEZIO,,63,63,366,DENESIO,1.0
BENEIR|BENI|BENIR|BENNI|BENNY|BENY|DAENI|DENEI|DENEIR|DENEY|DENIR|DENNI|DENNY|DENY|DENYR|DHENI|DHENNY|DHENY,M,DENI,1432,1893,3325,10180,DENIR,0.5693233082706767
BENAI|BENAIR|BENIA|DENAI|DENAIR|DENYA,F,DENIA,1697,45,1742,4193,DENAIR,0.9741676234213548
DENIAM,M,DENIAN,20,331,351,379,DENIAN,0.9430199430199431
,F,DENIANA,33,,33,33,DENIANA,1.0
,F,DENIANE,158,,158,158,DENIANE,1.0
DENAIRA,F,DENIARA,70,,70,70,DENIARA,1.0
,M,DENIAS,,31,31,31,DENIAS,1.0
BENICA,F,DENICA,37,,37,68,DENICA,1.0
BENICE,F,DENICE,2273,34,2307,3149,DENICE,0.9852622453402687
BENICI,F,DENICI,82,,82,124,DENICI,1.0
BENICIA,F,DENICIA,207,,207,1951,BENICIA,1.0
BENICIO,M,DENICIO,,380,380,9769,BENICIO,1.0
,M,DENICLEI,,32,32,32,DENICLEI,1.0
,F,DENICLEIA,35,,35,35,DENICLEIA,1.0
,F,DENICLEIDE,32,,32,32,DENICLEIDE,1.0
BENEIDE|BENIDE|DENEIDE,F,DENIDE,78,,78,274,DENEIDE,1.0
BENIDES,F,DENIDES,37,,37,89,BENIDES,1.0
,M,DENIEDSON,,24,24,24,DENIEDSON,1.0
BENAEL|BENAIL|BENIEL|BENIL|DENAEL|DENEL|DENIL|DENNIEL|DENOEL|DENYEL,M,DENIEL,,673,673,1430,DENIEL,1.0
BENIELE|DENILE,F,DENIELE,495,,495,617,DENIELE,1.0
DENELI|DENIELY|DENILI,F,DENIELI,113,,113,180,DENIELI,1.0
DENILLE,F,DENIELLE,85,,85,115,DENIELLE,1.0
DENIELLY,F,DENIELLI,21,,21,48,DENIELLY,1.0
DENIELLI,F,DENIELLY,27,,27,48,DENIELLY,1.0
BENAILSON|BENEILSON|BENELSON|BENIELSON|BENILSOM|BENILSON|DENAILSON|DENEILSON|DENELSON|DENILSOM|DENILSON|DENLSON|DENOLSON|DENYLSON,M,DENIELSON,,233,233,80839,DENILSON,1.0
,F,DENIERE,20,,20,20,DENIERE,1.0
,F,DENIESE,20,,20,20,DENIESE,1.0
DENIFE|DENIFFER|DENNIFER|DENYFER|DHENIFE|DHENIFER|DHENIFFER|DHENNIFER|DHENNIFFER|DHENNYFER|DHENYFER|DHENYFFER,F,DENIFER,1084,57,1141,3827,DHENIFER,0.9500438212094654
DENIFE|DENIFER|DENNIFER|DENYFER|DHENIFE|DHENIFER|DHENIFFER|DHENNIFER|DHENNIFFER|DHENNYFER|DHENYFER|DHENYFFER,F,DENIFFER,113,,113,3827,DHENIFER,1.0
,M,DENIKSON,,49,49,49,DENIKSON,1.0
BENAEL|BENAIL|BENIEL|BENIL|DENAEL|DENEL|DENIEL|DENNIEL|DENOEL|DENYEL,M,DENIL,93,383,476,1430,DENIEL,0.8046218487394958
BENILA|DENIELA,F,DENILA,114,,114,328,DENIELA,1.0
,F,DENILCA,32,,32,32,DENILCA,1.0
BENILCE,F,DENILCE,770,21,791,940,DENILCE,0.9734513274336283
BENILCIO,M,DENILCIO,,22,22,46,BENILCIO,1.0
,M,DENILCO,,26,26,26,DENILCO,1.0
BENEILDA|BENILDA|DENAILDA,F,DENILDA,2753,,2753,4837,DENILDA,1.0
BENAILDE|BENEILDE|BENILDE|DENAILDE,F,DENILDE,1297,30,1327,3453,BENILDE,0.9773926149208741
BENILDES,F,DENILDES,425,,425,1261,BENILDES,1.0
BENAILDO|BENALDO|BENEILDO|BENILDO|DENAILDO|DENALDO|DENIALDO,M,DENILDO,,2098,2098,4357,DENILDO,1.0
,M,DENILDON,,59,59,59,DENILDON,1.0
BENIELE|DENIELE,F,DENILE,85,,85,617,DENIELE,1.0
BENALIA|BENELIA,F,DENILIA,88,,88,132,DENILIA,1.0
,M,DENILIO,,30,30,30,DENILIO,1.0
DENIELLE,F,DENILLE,30,,30,115,DENIELLE,1.0
BENILMA,F,DENILMA,563,,563,628,DENILMA,1.0
BENILO,M,DENILO,,122,122,155,DENILO,1.0
,M,DENILON,,91,91,91,DENILON,1.0
BENILSA|BENILZA|DENILZA,F,DENILSA,1771,,1771,5537,DENILZA,1.0
BENILSE|DENILZE,F,DENILSE,846,21,867,1177,DENILSE,0.9757785467128027
BENILSO|DENILZO,M,DENILSO,,2155,2155,2305,DENILSO,1.0
BENAILSON|BENEILSON|BENELSON|BENIELSON|BENILSOM|BENILSON|DENAILSON|DENEILSON|DENELSON|DENIELSON|DENILSON|DENLSON|DENOLSON|DENYLSON,M,DENILSOM,21,2761,2782,80839,DENILSON,0.992451473759885
BENAILSON|BENEILSON|BENELSON|BENIELSON|BENILSOM|BENILSON|DENAILSON|DENEILSON|DENELSON|DENIELSON|DENILSOM|DENLSON|DENOLSON|DENYLSON,M,DENILSON,378,74095,74473,80839,DENILSON,0.9949243349938904
DENILSSOM,M,DENILSSON,,276,276,314,DENILSSON,1.0
BENILTA,F,DENILTA,61,,61,95,DENILTA,1.0
BENILTO,M,DENILTO,,344,344,573,DENILTO,1.0
BENAILTON|BENEILTON|BENILTOM|BENILTON|DENAILTON|DENEILTON|DENIELTON|DENILTOM,M,DENILTON,,3672,3672,5335,DENILTON,1.0
BENALVA|BENILVA|DENALVA,F,DENILVA,228,,228,429,DENILVA,1.0
,M,DENILVALDO,,54,54,54,DENILVALDO,1.0
,M,DENILVAN,,28,28,28,DENILVAN,1.0
BENILSA|BENILZA|DENILSA,F,DENILZA,3305,,3305,5537,DENILZA,1.0
BENILSE|DENILSE,F,DENILZE,260,,260,1177,DENILSE,1.0
BENILSO|DENILSO,M,DENILZO,,46,46,2305,DENILSO,1.0
,M,DENIMAR,38,100,138,138,DENIMAR,0.7246376811594203
,F,DENIMARA,31,,31,31,DENIMARA,1.0
,M,DENINSON,,71,71,71,DENINSON,1.0
BENIO|DAENIO|DENIOR,M,DENIO,,1767,1767,1853,DENIO,1.0
,M,DENION,,42,42,42,DENION,1.0
BENIO|DAENIO|DENIO,M,DENIOR,,32,32,1853,DENIO,1.0
BENEIR|BENI|BENIR|BENNI|BENNY|BENY|DAENI|DENEI|DENEIR|DENEY|DENI|DENNI|DENNY|DENY|DENYR|DHENI|DHENNY|DHENY,F,DENIR,1729,1660,3389,10180,DENIR,0.5101799940985542
BENIRA,F,DENIRA,662,,662,707,DENIRA,1.0
,F,DENIRCE,51,,51,51,DENIRCE,1.0
,F,DENIRES,51,,51,51,DENIRES,1.0
,F,DENIRIA,65,,65,65,DENIRIA,1.0
,M,DENIRIO,,20,20,20,DENIRIO,1.0
,M,DENIRVAL,,40,40,40,DENIRVAL,1.0
BENIS|BENIZ|DENISR|DENIZ|DENNIS|DENNYS|DENYS|DHENIS,M,DENIS,1333,75029,76362,82945,DENIS,0.9825436735549095
BENISA|BENIZA|DENISAR|DENIZA|DENIZAR,F,DENISA,785,,785,2278,DENISA,1.0
,F,DENISANGELA,43,,43,43,DENISANGELA,1.0
BENISA|BENIZA|DENISA|DENIZA|DENIZAR,M,DENISAR,,219,219,2278,DENISA,1.0
,M,DENISCLEI,,52,52,52,DENISCLEI,1.0
BENISE|BENIZE|DENIZE|DENNISE|DENNYSE|DENYSE|DENYZE,F,DENISE,168666,649,169315,185511,DENISE,0.9961669078345097
BENIZETE|DENIZETE,F,DENISETE,185,20,205,913,DENIZETE,0.9024390243902439
DENISY|DENIZI|DENIZY,F,DENISI,419,,419,712,DENISI,1.0
BENISIA|BENIZIA|DENIZIA,F,DENISIA,1410,,1410,2388,DENISIA,1.0
,F,DENISIANA,36,,36,36,DENISIANA,1.0
DENIZIANE,F,DENISIANE,123,,123,184,DENISIANE,1.0
,F,DENISIELE,21,,21,21,DENISIELE,1.0
,F,DENISIENE,33,,33,33,DENISIENE,1.0
BENISIO|BENIZIO|DENIZIO,M,DENISIO,,818,818,1568,DENISIO,1.0
,F,DENISLAINE,30,,30,30,DENISLAINE,1.0
DENISLEY,M,DENISLEI,,45,45,78,DENISLEI,1.0
,F,DENISLEIA,48,,48,48,DENISLEIA,1.0
,F,DENISLENE,38,,38,38,DENISLENE,1.0
,M,DENISLEU,,22,22,22,DENISLEU,1.0
DENISLEI,M,DENISLEY,,33,33,78,DENISLEI,1.0
,M,DENISMAR,32,303,335,335,DENISMAR,0.9044776119402985
,F,DENISMARA,27,,27,27,DENISMARA,1.0
BENISO,M,DENISO,,90,90,110,DENISO,1.0
BENISON|DENISOM|DENIZON|DENNISON|DENNYSON|DENYSON|DHENISON,M,DENISON,33,6339,6372,7194,DENISON,0.9948210922787194
,F,DENISSE,246,,246,246,DENISSE,1.0
BENISSON|DENISSOM|DENYSSON|DHENISSON,M,DENISSON,,2194,2194,2371,DENISSON,1.0
,M,DENISVAL,,223,223,223,DENISVAL,1.0
,F,DENISVALDA,27,,27,27,DENISVALDA,1.0
BENISVALDO,M,DENISVALDO,,807,807,855,DENISVALDO,1.0
,M,DENISVAN,,150,150,150,DENISVAN,1.0
DENISI|DENIZI|DENIZY,F,DENISY,88,,88,712,DENISI,1.0
BENEITA|BENITA,F,DENITA,143,,143,1399,BENITA,1.0
BENITE,F,DENITE,32,,32,58,DENITE,1.0
BENEITO|BENITO,M,DENITO,,79,79,3213,BENITO,1.0
BENITON,M,DENITON,,63,63,87,DENITON,1.0
DENIUZA,F,DENIUSA,63,,63,115,DENIUSA,1.0
DENIUSA,F,DENIUZA,52,,52,115,DENIUSA,1.0
BENIVAL,M,DENIVAL,,3196,3196,3440,DENIVAL,1.0
BENIVALDA,F,DENIVALDA,431,,431,543,DENIVALDA,1.0
BENIVALDO,M,DENIVALDO,,6111,6111,7459,DENIVALDO,1.0
BENIVAN|DENIVAN,M,DENIVAM,,64,64,809,DENIVAN,1.0
BENIVAN|DENIVAM,M,DENIVAN,43,611,654,809,DENIVAN,0.9342507645259939
BENIVANIA,F,DENIVANIA,116,,116,148,DENIVANIA,1.0
,M,DENIVER,,34,34,34,DENIVER,1.0
BENIVIA,F,DENIVIA,65,,65,86,DENIVIA,1.0
,M,DENIVON,,42,42,42,DENIVON,1.0
BENIS|BENIZ|DENIS|DENISR|DENNIS|DENNYS|DENYS|DHENIS,M,DENIZ,265,974,1239,82945,DENIS,0.7861178369652946
BENISA|BENIZA|DENISA|DENISAR|DENIZAR,F,DENIZA,449,50,499,2278,DENISA,0.8997995991983968
DENISALDO,M,DENIZALDO,,37,37,57,DENIZALDO,1.0
,M,DENIZAN,,24,24,24,DENIZAN,1.0
BENISA|BENIZA|DENISA|DENISAR|DENIZA,M,DENIZAR,,593,593,2278,DENISA,1.0
,M,DENIZARD,,126,126,126,DENIZARD,1.0
,M,DENIZARDE,,21,21,21,DENIZARDE,1.0
,M,DENIZART,,75,75,75,DENIZART,1.0
,M,DENIZARTE,,35,35,35,DENIZARTE,1.0
BENISE|BENIZE|DENISE|DENNISE|DENNYSE|DENYSE|DENYZE,F,DENIZE,15404,68,15472,185511,DENISE,0.9956049638055843
BENIZETE|DENISETE,F,DENIZETE,507,107,614,913,DENIZETE,0.8257328990228013
,F,DENIZETI,25,,25,25,DENIZETI,1.0
DENISI|DENISY|DENIZY,F,DENIZI,178,,178,712,DENISI,1.0
BENISIA|BENIZIA|DENISIA,F,DENIZIA,631,,631,2388,DENISIA,1.0
DENISIANE,F,DENIZIANE,61,,61,184,DENISIANE,1.0
BENISIO|BENIZIO|DENISIO,M,DENIZIO,,264,264,1568,DENISIO,1.0
BENISON|DENISOM|DENISON|DENNISON|DENNYSON|DENYSON|DHENISON,M,DENIZON,,24,24,7194,DENISON,1.0
DENISI|DENISY|DENIZI,F,DENIZY,27,,27,712,DENISI,1.0
BENAILSON|BENEILSON|BENELSON|BENIELSON|BENILSOM|BENILSON|DENAILSON|DENEILSON|DENELSON|DENIELSON|DENILSOM|DENILSON|DENOLSON|DENYLSON,M,DENLSON,,197,197,80839,DENILSON,1.0
BENE|BENER|BENNER|DAENE|DENE|DENER|DENNER|DHENE|DHENER|DHENNE|DHENNER,M,DENNE,,75,75,15891,DENER,1.0
BENE|BENER|BENNER|DAENE|DENE|DENER|DENNE|DHENE|DHENER|DHENNE|DHENNER,M,DENNER,31,2972,3003,15891,DENER,0.9896769896769897
BENES|DENES|DHENES,M,DENNES,,145,145,2182,DENES,1.0
BENEIR|BENI|BENIR|BENNI|BENNY|BENY|DAENI|DENEI|DENEIR|DENEY|DENI|DENIR|DENNY|DENY|DENYR|DHENI|DHENNY|DHENY,M,DENNI,,85,85,10180,DENIR,1.0
BENIS|BENIZ|DENIS|DENISR|DENIZ|DENNYS|DENYS|DHENIS,M,DENNIS,30,3165,3195,82945,DENIS,0.9906103286384976
BENISE|BENIZE|DENISE|DENIZE|DENNYSE|DENYSE|DENYZE,F,DENNISE,69,,69,185511,DENISE,1.0
BENISON|DENISOM|DENISON|DENIZON|DENNYSON|DENYSON|DHENISON,M,DENNISON,,87,87,7194,DENISON,1.0
BENEIR|BENI|BENIR|BENNI|BENNY|BENY|DAENI|DENEI|DENEIR|DENEY|DENI|DENIR|DENNI|DENY|DENYR|DHENI|DHENNY|DHENY,M,DENNY,54,567,621,10180,DENIR,0.9130434782608695
BENIS|BENIZ|DENIS|DENISR|DENIZ|DENNIS|DENYS|DHENIS,M,DENNYS,,890,890,82945,DENIS,1.0
BENISE|BENIZE|DENISE|DENIZE|DENNISE|DENYSE|DENYZE,F,DENNYSE,38,,38,185511,DENISE,1.0
BENISON|DENISOM|DENISON|DENIZON|DENNISON|DENYSON|DHENISON,M,DENNYSON,,71,71,7194,DENISON,1.0
BENHOR|BENNO|BENO|BENOR|DENOR,M,DENO,,47,47,1801,BENO,1.0
DENOCI,M,DENOCIR,,29,29,51,DENOCIR,1.0
BENAEL|BENAIL|BENIEL|BENIL|DENAEL|DENEL|DENIEL|DENIL|DENNIEL|DENYEL,M,DENOEL,,68,68,1430,DENIEL,1.0
BENOIR,M,DENOIR,29,134,163,208,DENOIR,0.8220858895705522
,F,DENORA,59,,59,59,DENORA,1.0
BENSON,M,DENSON,,33,33,65,DENSON,1.0
,F,DENUBIA,130,,130,130,DENUBIA,1.0
